nome_canal,perfil_canal,pais,inscritos,avg_views,avg_likes,avg_comments
شبكة العاب العرب | Arab Games Network,ArabGamesNetwork,Algeria,17200000,307500.0,28200.0,1400.0
Sourav Joshi Vlogs,Sourav Joshi Vlogs,India,17000000,5800000.0,532300.0,13900.0
IGN,IGNentertainment,United States,17000000,45700.0,1000.0,105.0
Jason Derulo,JasonDerulo,United States,17000000,68100.0,4500.0,66.0
Guava Juice,aynakoitsroi,United States,17000000,217400.0,6300.0,708.0
7clouds,monstafluffmusicTV,United States,16900000,233600.0,5200.0,175.0
Jane ASMR 제인,Jane ASMR 제인,United States,16900000,290000.0,5600.0,285.0
Anitta,AnittaOficial,Brazil,16900000,3200000.0,132500.0,9100.0
Doggy Doggy Cartoons,kidstvsongs,,16800000,3100.0,50.0,0.0
Triggered Insaan,Triggered Insaan,India,16800000,5600000.0,521299.0,15700.0
SOMOY TV,SOMOY TV,Bangladesh,16800000,8300.0,185.0,13.0
Dhar Mann,Dhar Mann,United States,16800000,5800000.0,130699.0,6100.0
Dushyant kukreja,Dushyant kukreja,India,16700000,3700000.0,245300.0,531.0
Manual do Mundo,iberethenorio,Brazil,16700000,411500.0,53300.0,645.0
Shemaroo Comedy,indiancomedy,India,16700000,98900.0,913.0,26.0
TheBrianMaps,TheBrianMaps,Russia,16600000,3100000.0,204300.0,11400.0
Tu COSMOPOLIS,Tu COSMOPOLIS,Mexico,16600000,78600.0,6200.0,534.0
DeToxoMoroxo,jquintanac5,Mexico,16600000,571900.0,34600.0,9100.0
Alejo Igoa,Alejo Igoa,Argentina,16600000,6800000.0,293500.0,76700.0
Goldmines Great Indian Comedy,Goldmines Great Indian Comedy,India,16600000,14100.0,180.0,9.0
zbing z.,zbingzbing,Thailand,16500000,390300.0,15600.0,541.0
SonyMusicSouthVEVO,SonyMusicSouthVEVO,,16500000,21000.0,577.0,21.0
tanboy kun,tanboy kun,Indonesia,16500000,2000000.0,47500.0,2100.0
IDEAS EN 5 MINUTOS,IDEAS EN 5 MINUTOS,Mexico,16500000,39800.0,335.0,8.0
Apple,Apple,,16399999,2300000.0,27500.0,0.0
Zuni and Family,Zuni and Family,,16399999,225500.0,1300.0,0.0
Prajapati News,Prajapati News,India,16399999,24700.0,1300.0,64.0
Sandra Cires Art,Sandra Cires Art,Colombia,16399999,412000.0,37400.0,537.0
Blippi - Educational Videos for Kids,Blippi - Educational Videos for Kids,,16399999,1300000.0,4200.0,0.0
Sidemen,Sidemen,United Kingdom,16399999,10200000.0,412200.0,10600.0
ExtraPolinesios,ppextras,Mexico,16399999,131800.0,5600.0,157.0
Dan Rhodes,Dan Rhodes,India,16300000,1800000.0,119000.0,409.0
RKD Studios,rkddigital,India,16300000,171400.0,1900.0,56.0
Antrax,Antrax,Mexico,16300000,570500.0,41400.0,1500.0
The Game Theorists,MatthewPatrick13,United States,16200000,2300000.0,123900.0,5900.0
Queen Official,queenofficial,United States,16200000,0.0,0.0,0.0
Fede Vigevani,Fede Vigevani,Mexico,16200000,3500000.0,202700.0,10600.0
FailArmy,failarmy,United States,16200000,2600000.0,28600.0,2100.0
El Reino a Jugar,El Reino a Jugar,,16200000,400700.0,1800.0,0.0
Katie Angel,Katie Angel,Mexico,16100000,306100.0,25900.0,173.0
Les' Copaque Production,lescopaque,Indonesia,16100000,74900.0,878.0,35.0
VICE,vice,United States,16100000,414400.0,5600.0,1300.0
Kaykai Salaider,Kaykai Salaider,Thailand,16100000,1100000.0,103600.0,4700.0
Boyce Avenue,boyceavenue,Brazil,16000000,314700.0,11500.0,450.0
Marques Brownlee,marquesbrownlee,United States,16000000,2700000.0,127000.0,4300.0
Sony AATH,Sony AATH,Bangladesh,16000000,59200.0,1000.0,40.0
YOLO AVENTURAS,YOLO AVENTURAS,Mexico,16000000,1700000.0,140700.0,708.0
Zhong,Zhong,United States,16000000,3400000.0,252500.0,1500.0
jeffreestar,jeffreestar,United States,16000000,1200000.0,50000.0,5500.0
Aayu and Pihu Show,Aayu and Pihu Show,India,16000000,3100000.0,71300.0,4200.0
DopeLyrics,DopeLyrics,United States,16000000,10300.0,272.0,28.0
JJ Olatunji,KSIOlajidebtHD,United States,16000000,3900000.0,286400.0,11900.0
Zappy Toons - Hindi Nursery Rhymes and Stories,Zappy Toons - Hindi Nursery Rhymes and Stories,,16000000,317500.0,1500.0,0.0
Smile Family Spanish,Smile Family Spanish,,15900000,440700.0,2500.0,0.0
Jason Vlogs,Jason Vlogs,,15900000,454300.0,2100.0,0.0
AMARINTV : อมรินทร์ทีวี,AMARINTV : อมรินทร์ทีวี,Thailand,15900000,6400.0,93.0,7.0
Ivana Alawi,Ivana Alawi,Philippines,15800000,3700000.0,196800.0,11600.0
Matt Stonie,MegatoadStonie,United States,15800000,1200000.0,52300.0,2500.0
Pitbull,PitbullMusic,United States,15800000,18500.0,1600.0,43.0
Caeli YT,CaELiKe,,15800000,43400.0,1600.0,199.0
News24,News24page,India,15800000,5800.0,110.0,10.0
Pop Chartbusters,popchartbusters,India,15800000,36900.0,10100.0,37.0
Rotten Tomatoes Trailers,movieclipsTRAILERS,United States,15800000,41900.0,659.0,71.0
AdMe,AdMe,Russia,15800000,50500.0,1500.0,81.0
Gato Galactico | GALÁXIA,OGatoGalactico,Brazil,15600000,90400.0,4900.0,78.0
And TV,And TV,India,15600000,8900.0,104.0,4.0
Roman Atwood Vlogs,RomanAtwoodVlogs,United States,15600000,311000.0,0.0,995.0
Dyland PROS,Dyland PROS,Indonesia,15500000,33300.0,2100.0,98.0
FitDance,portalfitdance,,15500000,32900.0,1100.0,16.0
RCTI - LAYAR DRAMA INDONESIA,RCTI - LAYAR DRAMA INDONESIA,Indonesia,15400000,20000.0,353.0,22.0
Camilo,CamiloMusicaVideo,Colombia,15400000,157000.0,9300.0,125.0
MrBeast Shorts,MrBeast Shorts,United States,15400000,15500000.0,1300000.0,4800.0
Like Nastya VNM,Like Nastya VNM,,15400000,524800.0,0.0,0.0
SriBalajiMovies,SriBalajiMovies,India,15400000,12900.0,85.0,2.0
LOKESH GAMER,LOKESH GAMER,India,15400000,349200.0,40600.0,1500.0
T3ddy,T3DDYgames,Brazil,15300000,801500.0,79900.0,2200.0
Stokes Twins,alanalan9635,United States,15300000,11900000.0,404600.0,40200.0
With Kids[위드키즈],With Kids[위드키즈],United States,15300000,71100.0,0.0,0.0
Kerajinan 5-Menit,Kerajinan 5-Menit,Indonesia,15200000,17000.0,147.0,6.0
Like Nastya IDN,Like Nastya IDN,,15200000,150600.0,0.0,0.0
Oyuncak Avı,Oyuncak Avı,,15200000,284800.0,0.0,15.0
Dangal TV Channel,Dangal TV Channel,India,15200000,63800.0,956.0,6.0
5-Minute Crafts FAMILY,5-Minute Crafts FAMILY,United States,15200000,16100.0,175.0,9.0
SAM SMITH,SAM SMITH,United States,15200000,29900.0,2000.0,61.0
Ch7HD,bbtvch7,Thailand,15200000,7100.0,135.0,2.0
TheRichest,TheRichest,United States,15200000,22200.0,644.0,81.0
POPS Kids,popskids,Indonesia,15200000,4100.0,53.0,0.0
حِرف إبداعية في 5 دقائق,حِرف إبداعية في 5 دقائق,Egypt,15100000,35800.0,344.0,16.0
Lahari Music | T-Series,laharimusic,India,15100000,30600.0,1300.0,23.0
LEGO,LEGO,United States,15100000,54800.0,666.0,0.0
НТВ,ntvru,Russia,15000000,82300.0,901.0,216.0
Henrique e Juliano,hejproducao,Brazil,15000000,71800.0,3700.0,152.0
Mariale,Mariale,Mexico,15000000,154700.0,7000.0,285.0
Talking Tom & Friends,TalkingFriends,United States,15000000,220600.0,2300.0,0.0
Makiman131,Makiman131,Spain,15000000,279500.0,15600.0,604.0
Ranz Kyle,ranziscool,Philippines,15000000,786300.0,27400.0,881.0
Volga Video,newvolgavideo,India,15000000,5300.0,43.0,2.0
Harsh Beniwal,Harsh Beniwal,India,15000000,13800000.0,1200000.0,31600.0
NichLmao,NichLmao,United States,15000000,4700000.0,361200.0,2000.0
Super Senya,Super Senya,,15000000,37200.0,167.0,0.0
LIV Crime,LIV Crime,India,15000000,95500.0,1100.0,35.0
Niana Guerrero,Niana Guerrero,Philippines,15000000,1000000.0,31500.0,1100.0
Wow Kidz Action,Wow Kidz Action,,15000000,1300000.0,9100.0,0.0
League of Legends,RiotGamesInc,United States,15000000,515799.0,33500.0,1100.0
GMMTV OFFICIAL​​,GMMTVSPOTLIKE,Thailand,15000000,24900.0,544.0,14.0
Kwebbelkop,kwebbelkop,United States,15000000,100200.0,3000.0,284.0
La Rosa de Guadalupe,La Rosa de Guadalupe,Mexico,14900000,90800.0,865.0,19.0
NDTV India,ndtvindia,India,14900000,12700.0,305.0,33.0
BBC News Hindi,bbchindi,India,14900000,167300.0,0.0,311.0
MK MUSIC,mkmusicnews,Brazil,14900000,20400.0,1900.0,33.0
Dave and Ava - Nursery Rhymes and Baby Songs,Dave and Ava - Nursery Rhymes and Baby Songs,,14900000,212000.0,906.0,0.0
Linus Tech Tips,LinusTechTips,United States,14900000,1500000.0,66600.0,3000.0
Lachlan,Lachlan,United States,14900000,420100.0,19900.0,612.0
Plim Plim - Kids Songs & Episodes - Spanish,elcanaldePlimPlim,,14800000,735100.0,5500.0,0.0
Daniel LaBelle,Daniel LaBelle,United States,14800000,23100000.0,459400.0,2900.0
Zé Neto e Cristiano,zncoficial,Brazil,14800000,29500.0,3200.0,39.0
iTownGamePlay *Terror&Diversión*,iTownGamePlay,Mexico,14800000,134500.0,5200.0,291.0
les boys tv2,les boys tv2,France,14800000,7400.0,0.0,0.0
NMF News,narendramodionline,India,14700000,12600.0,299.0,35.0
Planeta das Gêmeas,Planeta das Gêmeas,,14700000,432200.0,17900.0,57.0
News18 India,News18 India,India,14700000,2700.0,46.0,2.0
TWICE,TWICE,Philippines,14700000,565900.0,61600.0,500.0
IDEIAS INCRÍVEIS,IDEIAS INCRÍVEIS,Brazil,14700000,13600.0,257.0,6.0
LEGENDA FUNK,LEGENDA FUNK,Brazil,14700000,6700.0,268.0,9.0
Thairath Online,thairathonline,Thailand,14700000,16900.0,233.0,23.0
Jorge & Mateus Oficial,jemproducoes,Brazil,14600000,1100000.0,12800.0,250.0
MattyBRaps,MattyBRaps,United States,14600000,3500000.0,15200.0,0.0
Bollywood Classics,BollywoodClassics,India,14600000,40500.0,305.0,11.0
حقائق وأسرار,حقائق وأسرار,Egypt,14600000,0.0,0.0,0.0
Team Films Bhojpuri,TeamFilmsBhojpuri,India,14600000,17600.0,442.0,48.0
Daftar Populer,Daftar Populer,Indonesia,14600000,99000.0,1900.0,199.0
Major Lazer Official,majorlazer,United States,14600000,28700.0,1500.0,95.0
Drawblogs,Drawblogs,Mexico,14600000,19100.0,858.0,58.0
Maha Fun Tv,Maha Fun Tv,India,14600000,68200.0,1700.0,145.0
CollegeHumor,collegehumor,United States,14600000,146000.0,7400.0,817.0
Fueled By Ramen,FueledByRamen,United States,14600000,36900.0,2000.0,114.0
Canal Nostalgia,Canal Nostalgia,,14600000,209800.0,41500.0,286.0
Johny FamilyShow,Johny FamilyShow,,14500000,88400.0,303.0,0.0
XpressTV,XpressTV,Mexico,14500000,1400000.0,48500.0,556.0
Arif muhammad,Arif muhammad,Indonesia,14500000,2900000.0,77600.0,3200.0
Mobile Legends: Bang Bang Official,Mobile Legends: Bang Bang Official,Indonesia,14500000,420700.0,3100.0,26.0
Zach King,Zach King,United States,14500000,633700.0,0.0,899.0
Fun For Kids TV - Hindi Rhymes,Fun For Kids TV - Hindi Rhymes,,14500000,522299.0,2900.0,0.0
Busy Fun Ltd,Busy Fun Ltd,India,14500000,9000000.0,35500.0,584.0
Boram Tube ToysReview [보람튜브 토이리뷰],Boram Tube ToysReview [보람튜브 토이리뷰],,14500000,28100.0,273.0,0.0
Super Polina,Super Polina,Russia,14500000,8900.0,61.0,0.0
Martin Garrix,MartinGarrix,United States,14400000,54000.0,5100.0,103.0
The Slow Mo Guys,theslowmoguys,United States,14400000,946900.0,62900.0,2800.0
It's Mamix,It's Mamix,Russia,14400000,2900000.0,0.0,5200.0
Chad Wild Clay,chadwildclay,United States,14400000,2200000.0,38200.0,6500.0
Gyan Gamingㅤ,Gyan Gamingㅤ,India,14400000,371800.0,38600.0,863.0
Unspeakable,Unspeakable,United States,14400000,3300000.0,62700.0,7200.0
Totoy kids - Español,Totoy kids - Español,,14400000,731300.0,3400.0,0.0
PlayStation,PlayStation,United States,14400000,43800.0,1400.0,158.0
Genierock,Genierock,Thailand,14400000,100700.0,988.0,64.0
CoryxKenshin,CoryxKenshin,United States,14400000,7500000.0,528300.0,34100.0
Aphmau,ChallengeAcceptedInc,United States,14300000,2500000.0,59800.0,4400.0
ABS-CBN News,TheABSCBNNews,Philippines,14300000,5400.0,50.0,4.0
Mohamed Ramadan I محمد رمضان,MRamadanOfficial,Egypt,14200000,2400000.0,59400.0,4100.0
Zach Choi ASMR,Zach Choi ASMR,United States,14200000,166700.0,11000.0,114.0
Camila Loures,camilaloures,Brazil,14200000,239900.0,18800.0,325.0
Anasala I أنس و أصالة,Anasala I أنس و أصالة,Egypt,14200000,2700000.0,194200.0,7700.0
CNN,CNN,United States,14200000,323200.0,4700.0,4200.0
Gulshan Kalra,Gulshan Kalra,India,14200000,8900000.0,477600.0,561.0
Taarak Mehta Ka Ooltah Chashmah,Taarak Mehta Ka Ooltah Chashmah,India,14200000,348000.0,5700.0,88.0
UFC - Ultimate Fighting Championship,UFC,United States,14200000,135800.0,3000.0,301.0
Trap City,OfficialTrapCity,United States,14200000,35500.0,1800.0,76.0
O Canal do Joãozinho - Little Angel Português,O Canal do Joãozinho - Little Angel Português,,14200000,764100.0,3500.0,0.0
Daily Dose Of Internet,Daily Dose Of Internet,United States,14100000,5100000.0,249500.0,9800.0
#Refugio Mental,#Refugio Mental,Argentina,14100000,566800.0,6600.0,80.0
A2 Motivation by {Arvind Arora},A2 Motivation by {Arvind Arora},India,14100000,342100.0,47100.0,208.0
EdisonPts,EdisonPts,Russia,14100000,2000000.0,144900.0,6900.0
Трум Трум,Трум Трум,,14100000,237200.0,2900.0,104.0
DM - Desi Melodies,DM - Desi Melodies,India,14000000,15400000.0,321100.0,18600.0
Saad Lamjarred | سعد لمجرد,SaadLamjarredTV,Morocco,14000000,2000000.0,74700.0,8400.0
F2Freestylers - Ultimate Soccer Skills Channel,F2Freestylers,United Kingdom,14000000,957600.0,0.0,328.0
Blippi Español,Blippi Español,,14000000,485600.0,1700.0,0.0
Doc Tops,Doc Tops,Mexico,14000000,1300000.0,58600.0,805.0
AM3NlC,AM3NlC,Brazil,14000000,190600.0,19900.0,276.0
FC Barcelona,fcbarcelona,United States,14000000,224700.0,14000.0,262.0
Мастерская Настроения,MasterskayaNastroeny,Russia,14000000,408900.0,10400.0,209.0
Bie The Ska,bomberball,Thailand,14000000,384500.0,12200.0,265.0
Auron,Auron,Mexico,14000000,2000000.0,112600.0,1800.0
NikkieTutorials,NikkieTutorials,United States,14000000,1700000.0,165300.0,752.0
Mis Pastelitos,mispastelitosyoutub,Mexico,13900000,864600.0,33400.0,1200.0
Mazhavil Manorama,MazhavilManorama,India,13800000,9600.0,106.0,4.0
Rosanna Pansino,RosannaPansino,United States,13800000,206300.0,8800.0,224.0
MNCTV OFFICIAL,MNCTVOfficial,Indonesia,13800000,2000.0,40.0,1.0
Hongyu ASMR 홍유,Hongyu ASMR 홍유,United States,13800000,666700.0,8900.0,258.0
Kuplinov ► Play,Kuplinov ► Play,Russia,13800000,1300000.0,83600.0,2300.0
MY FAMILY,MY FAMILY,India,13800000,3700000.0,14200.0,220.0
CrashCourse,crashcourse,United States,13800000,48600.0,1800.0,65.0
SMOL,SMOL,United States,13800000,359400.0,16300.0,18.0
ADEL et SAMI,ADEL et SAMI,France,13800000,63300.0,487.0,0.0
MSA previously My Story Animated,MSA previously My Story Animated,United States,13800000,7600000.0,200400.0,6700.0
Jake Fellman,Jake Fellman,United States,13800000,216500.0,9100.0,44.0
TazerCraft,TazerCraft,Brazil,13800000,462400.0,27000.0,493.0
MAIKI021,MAIKI021,Brazil,13800000,30200.0,3700.0,75.0
NOBRU,NOBRU,Brazil,13800000,146400.0,21800.0,174.0
DangMattSmith,dangmattsmith,,13700000,114300.0,4200.0,436.0
Wengie,WWWengie,United States,13700000,74500.0,3500.0,270.0
Zig & Sharko,Zig & Sharko,,13700000,387500.0,2900.0,0.0
Aadishakti Films,Aadishakti Films,,13700000,61100.0,2800.0,231.0
Lyna,SrtaLynaV,Mexico,13700000,458200.0,23700.0,1400.0
5-Minute Crafts Recycle,5-Minute Crafts Recycle,India,13600000,38500.0,323.0,11.0
Vlad and Niki ESP,Vlad and Niki ESP,,13600000,621800.0,2900.0,0.0
Harry Styles,Harry Styles,United States,13600000,0.0,0.0,0.0
Vlad and Niki ARA,Vlad and Niki ARA,,13600000,381400.0,2900.0,0.0
Neha Kakkar,NehaKakkarOfficial,India,13600000,130500.0,8300.0,133.0
ABC News,ABCNews,United States,13600000,12500.0,148.0,116.0
Narins Beauty,Narins Beauty,Iraq,13600000,2900000.0,224400.0,12200.0
Telemundo,telemundotv,Argentina,13600000,72200.0,2400.0,156.0
TV Ana Emilia,TV Ana Emilia,Mexico,13600000,264900.0,11400.0,1200.0
YOLO,YOLO,Mexico,13600000,1100000.0,87400.0,1200.0
The World Adventures हिन्दी,The World Adventures हिन्दी,,13500000,17100.0,996.0,33.0
ZEE5,ZEE5,India,13500000,394.0,6.0,0.0
Wesley Safadão,bandagarotasafada,Brazil,13500000,30400.0,1800.0,36.0
PlayHard,boplayhard,Brazil,13500000,458500.0,67800.0,114.0
Online Job,Online Job,India,13500000,7900.0,203.0,38.0
Lindsey Stirling,lindseystomp,United States,13500000,241100.0,20100.0,994.0
Wish 107.5,Wish 107.5,Philippines,13500000,178200.0,4000.0,331.0
Kurt Hugo Schneider,Kurt Hugo Schneider,United States,13400000,859600.0,2600.0,77.0
FAPTV,FAPtivi,United States,13400000,3100000.0,0.0,1200.0
How Ridiculous,whoisjimmy,United States,13400000,1300000.0,52300.0,2300.0
Gallina Pintadita,GallinaPintadita,,13400000,297000.0,1500.0,0.0
H2ODelirious,H2ODelirious,United States,13400000,113300.0,6200.0,217.0
123 GO! Spanish,123 GO! Spanish,Mexico,13400000,475200.0,5500.0,75.0
Atlantic Records,AtlanticVideos,United States,13400000,9200.0,422.0,11.0
PrestonPlayz,PrestonPlayz,United States,13400000,1200000.0,44000.0,1400.0
MyMissAnand,MyMissAnand,India,13300000,1500000.0,49300.0,428.0
Anaysa,iloveindianmakeup,India,13300000,835100.0,24300.0,707.0
Infobells Bangla,Infobells Bangla,,13200000,466400.0,2500.0,0.0
ETV Jabardasth,ETV Jabardasth,India,13200000,106400.0,1800.0,38.0
SRK MUSIC,SRKASSAMESE,India,13200000,317400.0,13800.0,542.0
Desi Gamers,Desi Gamers,India,13200000,664200.0,89800.0,4000.0
Coke Studio,Coke Studio,Pakistan,13200000,1900000.0,17500.0,446.0
Like Nastya Stories,Like Nastya Stories,,13200000,145200.0,1100.0,0.0
Shorts Break,Shorts Break,India,13200000,15400000.0,810600.0,942.0
O Reino Infantil,OReinho,,13200000,94500.0,465.0,0.0
theRadBrad,theRadBrad,United States,13200000,139200.0,5900.0,484.0
The LaBrant Fam,The LaBrant Fam,United States,13200000,934100.0,26400.0,0.0
Поззи,PozzitifonShow,Russia,13200000,898600.0,34200.0,2600.0
The Q,The Q,United States,13100000,2100000.0,51000.0,2700.0
T-Series Hamaar Bhojpuri,hamaarbhojpuri,India,13100000,12100.0,291.0,33.0
Alex Gonzaga Official,Alex Gonzaga Official,Philippines,13100000,2900000.0,129800.0,2000.0
DALLMYD,DALLMYD,United States,13000000,464200.0,28200.0,1500.0
Katakit Baby TV,HusamYK,Saudi Arabia,13000000,484400.0,4800.0,0.0
PowerfulJRE,PowerfulJRE,United States,13000000,1600000.0,33300.0,3700.0
Dear Sir,Dear Sir,India,13000000,162800.0,11400.0,747.0
Zeinab Harake,Zeinab Harake,Philippines,13000000,2500000.0,136600.0,3100.0
Ajay Sharma,Ajay Sharma,India,13000000,4400000.0,245200.0,208.0
Matt Steffanina,MattSDance,United States,13000000,116600.0,4800.0,50.0
NishaMadhulika,NishaMadhulika,India,13000000,191000.0,5100.0,786.0
ATHLEAN-X™,JDCav24,United States,13000000,616400.0,29700.0,810.0
Ray William Johnson,RayWilliamJohnson,United States,13000000,3500000.0,338300.0,2800.0
The Shiny Peanut,The Shiny Peanut,Indonesia,13000000,14400.0,371.0,24.0
O Que Não Dizer Oficial,O Que Não Dizer Oficial,Brazil,13000000,419900.0,46500.0,535.0
twenty one pilots,twentyonepilots,United States,13000000,50500.0,5300.0,137.0
BBC News,bbcnews,United Kingdom,13000000,111300.0,1600.0,819.0
Typical Gamer,typicalgamer,United States,13000000,393800.0,10700.0,333.0
Everson Zoio,djzoi0,Brazil,12900000,539000.0,71800.0,4200.0
KOMPASTV,KompasTVNews,Indonesia,12900000,8500.0,73.0,27.0
RedeTV,RedeTVhdBrasil,Brazil,12900000,3600.0,129.0,4.0
MrSuicideSheep,MrSuicideSheep,United States,12800000,68400.0,3200.0,68.0
Veritasium,1veritasium,United States,12800000,4700000.0,125000.0,5000.0
Hacksmith,MstrJames,United States,12800000,323200.0,14700.0,318.0
أترو/Atro,أترو/Atro,Iraq,12800000,413400.0,49700.0,8500.0
unknown boy varun,unknown boy varun,India,12800000,22400000.0,2100000.0,1800.0
Jazzghost,jazzghost1,Brazil,12800000,952500.0,58300.0,1700.0
Rebecca Zamolo,rebeccazamolo1,United States,12800000,3200000.0,67700.0,8700.0
Lady Diana,Lady Diana,Russia,12800000,2100000.0,63800.0,2800.0
T-Series Regional,tseriesregional,India,12800000,6500.0,119.0,15.0
Top Viral Talent,MusicTalentNow,United States,12800000,25100.0,302.0,17.0
Crescendo com Luluca,Crescendo com Luluca,Brazil,12800000,1200000.0,44600.0,4000.0
Sony Music South,Sony Music South,India,12800000,265600.0,8000.0,194.0
VexTrex,VexTrex,,12800000,97700.0,0.0,0.0
Goldmines Premiere,GoldClassics,,12800000,7600.0,145.0,0.0
Ei Nerd,einerdtv,Brazil,12800000,284000.0,39100.0,1400.0
#Refúgio Mental,#Refúgio Mental,Brazil,12800000,341700.0,9800.0,89.0
ГЛЕНТ,ГЛЕНТ,Russia,12800000,1700000.0,167200.0,5400.0
Disney Junior,disneyjunior,,12700000,103600.0,272.0,0.0
Alan Chikin Chow,Alan Chikin Chow,India,12700000,15000000.0,430800.0,611.0
StudyIQ IAS,StudyIQ IAS,India,12700000,8600.0,475.0,10.0
Health Time,Health Time,India,12700000,6900.0,238.0,8.0
Blossom,Blossom,United States,12700000,45800.0,1000.0,11.0
BBC,BBC,United Kingdom,12600000,19000.0,275.0,33.0
gymvirtual,gymvirtual,Mexico,12600000,94500.0,3100.0,92.0
TKOR,1032010814,United States,12600000,62000.0,1500.0,125.0
Lokdhun Punjabi,htpunjabi,India,12600000,0.0,0.0,0.0
BIBO와 장난감,BIBO와 장난감,,12600000,51600.0,0.0,0.0
Knowledge Tv हिन्दी,Knowledge Tv हिन्दी,India,12600000,50300.0,2100.0,105.0
Juliana Baltar,Juliana Baltar,Brazil,12600000,241100.0,15400.0,477.0
DJ Khaled,DJ Khaled,United States,12600000,384900.0,14400.0,756.0
Narendra Modi,Narendra Modi,India,12600000,26600.0,1200.0,105.0
Kabita's Kitchen,Kabita's Kitchen,India,12600000,333700.0,7300.0,461.0
JOJO TV - Hindi Stories,JOJO TV - Hindi Stories,India,12600000,95200.0,625.0,0.0
Zee Bangla,zeebangla,India,12600000,17200.0,221.0,2.0
Awakening Music,awakeningrecords,Indonesia,12600000,22500.0,2000.0,97.0
Melon City Show - برنامج ولاية بطيخ,Melon City Show - برنامج ولاية بطيخ,Iraq,12600000,356800.0,16900.0,241.0
Adexe & Nau,AdexeOficial,Mexico,12600000,44200.0,4300.0,159.0
Parafernalha,canalparafernalha,Brazil,12600000,29200.0,1800.0,11.0
JesseAndMike,JesseAndMike,United States,12600000,986200.0,11200.0,261.0
karameeshchannel,karameeshchannel,Jordan,12500000,164900.0,2300.0,0.0
Piuzinho,Piuzinho,Brazil,12500000,522799.0,126800.0,2400.0
Brawl Stars,Brawl Stars,United States,12500000,1600000.0,115400.0,5500.0
ماشا و الدب,ماشا و الدب,,12500000,1100000.0,6800.0,0.0
Peppa Pig em Português Brasil - Canal Oficial,OficialPeppa,,12500000,631100.0,5400.0,0.0
Blockbuster Movies,Blockbuster Movies,India,12500000,146800.0,3500.0,19.0
Troom Troom India,Troom Troom India,India,12500000,269200.0,2400.0,36.0
Talking Angela,TalkingAngelaCat,United States,12400000,99400.0,3500.0,122.0
elliegoulding,elliegoulding,United States,12400000,16700.0,1300.0,51.0
キッズライン♡Kids Line,runway19co,,12400000,4600.0,0.0,0.0
People Vs Food,React,United States,12400000,637900.0,23000.0,1300.0
Come Play With Me,Come Play With Me,,12400000,2500000.0,0.0,0.0
Meghan Trainor,Meghan Trainor,United States,12400000,17400.0,1300.0,36.0
Mythpat,Mythpat,India,12400000,4200000.0,357300.0,16900.0
LOUD,LOUD,Brazil,12400000,165900.0,18100.0,241.0
CaseyNeistat,caseyneistat,United States,12400000,939100.0,53600.0,4200.0
Just For Laughs Gags,JustForLaughsTV,United States,12400000,42400.0,812.0,32.0
Troom Troom PT,Troom Troom PT,Brazil,12400000,82300.0,1700.0,61.0
Gibby :),Gibby :),Mexico,12400000,892400.0,59700.0,1900.0
The Dodo,TheDodoSite,United States,12400000,471700.0,19100.0,690.0
Little Baby Bum en Español,LittleBabyBumEspanol,,12400000,37900.0,0.0,0.0
DisneyChannelUK,DisneyChannelUK,,12300000,92600.0,945.0,0.0
My Mate Nate,My Mate Nate,Thailand,12300000,1400000.0,42500.0,1000.0
Think Music India,thinkmusicindia,India,12300000,53100.0,2400.0,19.0
Bispo Bruno Leonardo,Bispo Bruno Leonardo,Brazil,12300000,680900.0,240800.0,186800.0
Bela Bagunça,Bela Bagunça,Brazil,12300000,125100.0,5700.0,201.0
GMA News,gmanews,Philippines,12300000,3000.0,34.0,5.0
HZHtube Kids Fun,HZHtube Kids Fun,,12200000,334100.0,2200.0,0.0
FIFA,FIFATV,United States,12200000,31900.0,1400.0,34.0
DeGoBooM,DeGoBooM,Mexico,12200000,367100.0,11100.0,278.0
Geo News,geonews,Pakistan,12200000,5700.0,87.0,10.0
Más SKabeche,Más SKabeche,Mexico,12200000,1500000.0,97600.0,1600.0
Trakin Tech,Trakin Tech,India,12200000,337200.0,19700.0,1100.0
NDTV,ndtv,India,12200000,3000.0,41.0,10.0
Compot,TastyCompot,Russia,12200000,1100000.0,47800.0,2100.0
Kids TV India Hindi Nursery Rhymes,kidstvindia,,12200000,328400.0,2100.0,0.0
DaniRep | +6 Vídeos Diarios De GTA 5 Online!,TheDaniRep,Mexico,12200000,206200.0,12000.0,155.0
Jass Records,officialjassrecords,India,12200000,24700.0,1100.0,10.0
RaptorGamer,RaptorGamer,Mexico,12100000,624800.0,36900.0,1000.0
Sonotek Bhakti,htbhakti,India,12100000,83800.0,1200.0,43.0
Marta and Rustam,Marta and Rustam,India,12100000,4099999.0,150600.0,116.0
Vogue,Americanvogue,United States,12100000,266400.0,13500.0,643.0
The Infographics Show,TheInfographicsShow,United States,12100000,232200.0,7400.0,440.0
Jordan Matter,jordanmatter,United States,12100000,11400000.0,226300.0,21500.0
Codiscos,Codiscos,,12000000,8900.0,209.0,8.0
BanderitaX,BanderitaX,Saudi Arabia,12000000,997300.0,122100.0,4400.0
NORMAN FAIT DES VIDÉOS,NormanFaitDesVideos,France,12000000,0.0,0.0,0.0
Netflix Jr.,storybots,,12000000,46200.0,132.0,0.0
Troom Troom Indonesia,Troom Troom Indonesia,Indonesia,12000000,175500.0,1600.0,43.0
