nome_canal,perfil_canal,inscritos,pais,avg_views,avg_likes,avg_comments
The World Adventures हिन्दी,The World Adventures हिन्दी,13600000,,10700.0,668.0,28.0
bandagarotasafada,Wesley Safadão,13600000,Brazil,3200000.0,25800.0,370.0
boplayhard,PlayHard,13600000,Brazil,136800.0,13200.0,123.0
123 GO! Spanish,123 GO! Spanish,13500000,Mexico,234600.0,2500.0,49.0
bbcnews,BBC News,13500000,United States,120200.0,1700.0,891.0
AtlanticVideos,Atlantic Records,13500000,United States,7600.0,335.0,4.0
Online Job,Online Job,13500000,India,6800.0,166.0,26.0
lindseystomp,Lindsey Stirling,13400000,United States,175500.0,9400.0,131.0
hamaarbhojpuri,T-Series Hamaar Bhojpuri,13400000,India,7700.0,256.0,26.0
MyMissAnand,MyMissAnand,13400000,India,1200000.0,25800.0,0.0
AzzyLand,AzzyLand,13400000,United States,58300.0,4000.0,654.0
Ben Azelart,Ben Azelart,13400000,United States,4700000.0,118200.0,8400.0
Bispo Bruno Leonardo,Bispo Bruno Leonardo,13400000,Brazil,1300000.0,391200.0,322400.0
PowerfulJRE,PowerfulJRE,13400000,United States,1200000.0,22000.0,4800.0
H2ODelirious,H2ODelirious,13400000,United States,93400.0,5500.0,260.0
ETV Jabardasth,ETV Jabardasth,13400000,India,78200.0,1400.0,26.0
Marta and Rustam,Marta and Rustam,13300000,India,665200.0,27600.0,59.0
RayWilliamJohnson,Ray William Johnson,13300000,United States,2100000.0,188600.0,2200.0
Yoeslan,Yoeslan,13300000,India,1700000.0,40100.0,68.0
Desi Gamers,Desi Gamers,13300000,India,504000.0,77800.0,4400.0
iloveindianmakeup,Anaysa,13200000,India,794600.0,18200.0,616.0
The Q,The Q,13200000,United States,419500.0,11300.0,611.0
theRadBrad,theRadBrad,13200000,United States,129000.0,7700.0,781.0
Sony Music South,Sony Music South,13200000,India,30300.0,633.0,21.0
PozzitifonShow,Поззи,13200000,Russia,579200.0,22300.0,1300.0
skillzaisherebooya,Conor Maynard,13200000,United States,594100.0,30700.0,1200.0
The LaBrant Fam,The LaBrant Fam,13200000,United States,814700.0,25200.0,0.0
SaturdayNightLive,Saturday Night Live,13200000,United States,115500.0,4200.0,165.0
NishaMadhulika,NishaMadhulika,13200000,India,185400.0,4100.0,673.0
CrazyFrogVEVO,Crazy Frog,13200000,United States,0.0,0.0,0.0
disneyjunior,Disney Junior,13200000,,74400.0,213.0,0.0
Narendra Modi,Narendra Modi,13100000,India,16300.0,865.0,60.0
Zeinab Harake,Zeinab Harake,13100000,Philippines,2300000.0,117300.0,2700.0
Alex Gonzaga Official,Alex Gonzaga Official,13100000,Philippines,2100000.0,69400.0,2600.0
StudyIQ IAS,StudyIQ IAS,13000000,India,10800.0,492.0,13.0
rebeccazamolo1,Rebecca Zamolo,13000000,United States,3800000.0,71900.0,3300.0
tseriesregional,T-Series Regional,13000000,India,4500.0,82.0,8.0
RedeTVhdBrasil,RedeTV,13000000,Brazil,3300.0,124.0,3.0
zeetvtelugu,Zee Telugu,13000000,India,9000.0,124.0,2.0
BBC,BBC,13000000,United Kingdom,27200.0,685.0,22.0
MattSDance,Matt Steffanina,13000000,United States,99700.0,4700.0,96.0
JDCav24,ATHLEAN-X™,13000000,United States,210300.0,11400.0,1100.0
ماشا و الدب,ماشا و الدب,13000000,,683300.0,5800.0,0.0
typicalgamer,Typical Gamer,13000000,United States,275000.0,9200.0,396.0
LeoNata Family,LeoNata Family,13000000,United States,45300.0,303.0,8.0
Crescendo com Luluca,Crescendo com Luluca,13000000,Brazil,508700.0,31500.0,2300.0
O Que Não Dizer Oficial,O Que Não Dizer Oficial,13000000,Brazil,49200.0,5200.0,33.0
VexTrex,VexTrex,13000000,,60000.0,0.0,0.0
einerdtv,Ei Nerd,13000000,Brazil,286900.0,42300.0,1200.0
jazzghost1,Jazzghost,13000000,Brazil,598200.0,44600.0,1700.0
MstrJames,Hacksmith,13000000,United States,134600.0,7400.0,117.0
Lady Diana,Lady Diana,13000000,Russia,1900000.0,63600.0,2300.0
أترو/Atro,أترو/Atro,12900000,Iraq,402900.0,49500.0,5400.0
Juliana Baltar,Juliana Baltar,12900000,Brazil,326000.0,16000.0,596.0
karameeshchannel,karameeshchannel,12800000,Jordan,196000.0,1500.0,0.0
MusicTalentNow,Top Viral Talent,12800000,United States,18900.0,322.0,10.0
JOJO TV - Hindi Stories,JOJO TV - Hindi Stories,12800000,India,53600.0,394.0,0.0
GoldClassics,Goldmines Premiere,12800000,,5200.0,123.0,0.0
MrSuicideSheep,MrSuicideSheep,12800000,United States,45700.0,2500.0,46.0
#Refúgio Mental,#Refúgio Mental,12800000,Brazil,142100.0,4900.0,52.0
gymvirtual,gymvirtual,12800000,Mexico,87000.0,3400.0,54.0
storybots,Netflix Jr.,12800000,,16800.0,105.0,0.0
Knowledge Tv हिन्दी,Knowledge Tv हिन्दी,12800000,India,37300.0,1600.0,69.0
zeebangla,Zee Bangla,12800000,India,5100.0,56.0,0.0
awakeningrecords,Awakening Music,12800000,Indonesia,14200.0,1500.0,45.0
MrSirpirriplin,Ami Rodriguez,12800000,Colombia,1300000.0,147200.0,327.0
BIBO와 장난감,BIBO와 장난감,12800000,,36400.0,0.0,0.0
Mythpat,Mythpat,12700000,India,1600000.0,180000.0,10100.0
Health Time,Health Time,12700000,India,5500.0,205.0,8.0
Blossom,Blossom,12600000,United States,18800.0,348.0,7.0
Blockbuster Movies,Blockbuster Movies,12600000,India,85700.0,563.0,11.0
Brawl Stars,Brawl Stars,12600000,United States,852700.0,58500.0,1600.0
thinkmusicindia,Think Music India,12600000,India,57000.0,2400.0,23.0
Kabita's Kitchen,Kabita's Kitchen,12600000,India,140000.0,4100.0,387.0
gmanews,GMA News,12600000,Philippines,2500.0,27.0,5.0
kidstvindia,Kids TV India Hindi Nursery Rhymes,12600000,,112100.0,604.0,0.0
Come Play With Me,Come Play With Me,12600000,,920800.0,0.0,0.0
Melon City Show - برنامج ولاية بطيخ,Melon City Show - برنامج ولاية بطيخ,12600000,Iraq,217600.0,13700.0,183.0
AdexeOficial,Adexe & Nau,12600000,Mexico,23300.0,2400.0,147.0
TheDodoSite,The Dodo,12600000,United States,256200.0,13500.0,608.0
runway19co,KOYA with,12600000,,29500.0,841.0,0.0
Trakin Tech,Trakin Tech,12600000,India,325500.0,22700.0,1400.0
1032010814,TKOR,12600000,United States,40400.0,1200.0,74.0
FIFATV,FIFA,12600000,United States,21200.0,1000.0,45.0
canalparafernalha,Parafernalha,12600000,Brazil,11300.0,821.0,9.0
TheInfographicsShow,The Infographics Show,12600000,United States,307500.0,12700.0,661.0
caseyneistat,CaseyNeistat,12600000,United States,1400000.0,87400.0,5300.0
Piuzinho,Piuzinho,12600000,Brazil,239900.0,60800.0,1600.0
My Mate Nate,My Mate Nate,12600000,Thailand,1500000.0,48700.0,1100.0
OficialPeppa,Peppa Pig em Português Brasil - Canal Oficial,12500000,,400400.0,3000.0,0.0
Jamuna TV,Jamuna TV,12500000,Bangladesh,18400.0,550.0,39.0
Meghan Trainor,Meghan Trainor,12500000,United States,86200.0,4600.0,113.0
Codiscos,Codiscos,12500000,,15600.0,275.0,11.0
Troom Troom India,Troom Troom India,12500000,India,171500.0,1500.0,32.0
elliegoulding,elliegoulding,12500000,United States,16900.0,1100.0,49.0
IShowSpeed,IShowSpeed,12500000,United States,2300000.0,101700.0,3000.0
Troom Troom PT,Troom Troom PT,12500000,Brazil,55700.0,1300.0,21.0
LOUD,LOUD,12500000,Brazil,118300.0,13600.0,337.0
TalkingAngelaCat,Talking Angela,12500000,United States,4000000.0,1900.0,0.0
DeGoBooM,DeGoBooM,12400000,Mexico,166500.0,5600.0,48.0
geonews,Geo News,12400000,Pakistan,5700.0,80.0,8.0
htbhakti,Sonotek Bhakti,12400000,India,26500.0,609.0,37.0
TastyCompot,Compot,12400000,Russia,1200000.0,50300.0,1900.0
Gibby :),Gibby :),12400000,Mexico,52100.0,3600.0,307.0
LittleBabyBumEspanol,Little Baby Bum en Español,12400000,,12600.0,42.0,0.0
React,People Vs Food,12400000,United States,372500.0,15400.0,916.0
Technology Gyan,Technology Gyan,12400000,India,560000.0,41300.0,2000.0
HZHtube Kids Fun,HZHtube Kids Fun,12400000,,75100.0,377.0,0.0
JustForLaughsTV,Just For Laughs Gags,12400000,United States,33000.0,619.0,20.0
Americanvogue,Vogue,12400000,United States,662400.0,10400.0,234.0
officialjassrecords,Jass Records,12400000,India,146700.0,2500.0,139.0
RaptorGamer,RaptorGamer,12400000,Mexico,302200.0,24300.0,714.0
E-MasterSensei,E-MasterSensei,12400000,Mexico,881100.0,54000.0,1000.0
DisneyChannelUK,DisneyChannelUK,12400000,,32100.0,793.0,0.0
E-MasterSensei,E-MasterSensei,12400000,Mexico,881100.0,54000.0,1000.0
officialfuturevideos,Future,12300000,United States,152300.0,7600.0,376.0
Its JoJo Siwa,Its JoJo Siwa,12300000,,1100000.0,43100.0,905.0
TV9 Bharatvarsh,TV9 Bharatvarsh,12300000,India,5000.0,104.0,4.0
Republic Bharat,Republic Bharat,12300000,India,4000.0,0.0,4.0
Danny Fitt,Danny Fitt,12300000,Mexico,391500.0,24700.0,123.0
ndtv,NDTV,12200000,India,2700.0,30.0,7.0
Más SKabeche,Más SKabeche,12200000,Mexico,1100000.0,53900.0,1300.0
Bela Bagunça,Bela Bagunça,12200000,Brazil,170600.0,5700.0,394.0
Yudist Ardhana,Yudist Ardhana,12200000,Indonesia,325600.0,8600.0,288.0
BanderitaX,BanderitaX,12200000,Saudi Arabia,611600.0,55300.0,2300.0
TheDaniRep,DaniRep | +6 Vídeos Diarios De GTA 5 Online!,12200000,Mexico,60300.0,6600.0,26.0
lucygerardi43,Luli Pampín,12200000,,1500000.0,4100.0,0.0
Mrwhosetheboss,Mrwhosetheboss,12200000,United States,3600000.0,166600.0,7400.0
Panda,Panda,12200000,India,472500.0,42300.0,1400.0
Rauw Alejandro,Rauw Alejandro,12200000,Peru,941300.0,54000.0,361.0
CHHOTU KI MASTI,CHHOTU KI MASTI,12200000,India,7000000.0,58000.0,587.0
N1Noobtubers,웃웃TwinsFromRussia,12200000,United States,73000.0,3000.0,14.0
Indore Physical Academy,Indore Physical Academy,12100000,India,69900.0,5500.0,95.0
KapilComedyNights,Colors Rishtey,12100000,India,4400.0,53.0,2.0
WiederDude,WiederDude,12100000,United States,1200000.0,18400.0,334.0
Ice Cream Rolls,Ice Cream Rolls,12100000,United States,42300.0,1500.0,106.0
AvrilLavigne,Avril Lavigne,12100000,United States,60400.0,3800.0,97.0
tuzelity SHUFFLE,tuzelity SHUFFLE,12100000,India,674600.0,46400.0,258.0
RS 1313 SHORTS,RS 1313 SHORTS,12100000,India,97400.0,3700.0,11.0
YairAuriazul,Yair17,12100000,Mexico,176900.0,26400.0,675.0
Vlad and Niki PRT,Vlad and Niki PRT,12100000,,467600.0,0.0,0.0
Луномосик,Луномосик,12000000,Russia,292400.0,12200.0,581.0
Lulu99,Lulu99,12000000,Colombia,737600.0,34500.0,1800.0
MrTimbaVk,Timba Vk,12000000,Mexico,846800.0,34900.0,848.0
Влад и Никита,Влад и Никита,12000000,,557000.0,2600.0,0.0
TiempodeSol,Duo Tiempo De Sol,12000000,,67200.0,388.0,0.0
infobellskannada,infobells - Kannada,12000000,,167100.0,711.0,0.0
colinfurze,colinfurze,12000000,United States,466600.0,15000.0,421.0
Troom Troom Indonesia,Troom Troom Indonesia,12000000,Indonesia,110300.0,1300.0,58.0
Natti Natasha,Natti Natasha,12000000,United States,24400.0,2100.0,35.0
emma chamberlain,emma chamberlain,12000000,United States,2400000.0,156000.0,4800.0
Nat and Essie,Nat and Essie,12000000,United States,42200.0,1000.0,4.0
eltreceok,El Trece,12000000,,4400.0,41.0,9.0
Planet Earth INDIA,Planet Earth INDIA,12000000,India,40300.0,1500.0,91.0
YoungBoy Never Broke Again,YoungBoy Never Broke Again,12000000,United States,719900.0,30000.0,1200.0
Mor Haryanvi,Mor Haryanvi,12000000,India,597100.0,10800.0,839.0
办公室小野 Ms Yeah,办公室小野 Ms Yeah,12000000,United States,443400.0,35800.0,29.0
123 GO!,123 GO!,11900000,United States,313700.0,2200.0,68.0
CNCO,CNCO,11900000,Mexico,14000.0,2500.0,81.0
Kluna Tik,Kluna Tik,11800000,United States,76100.0,1700.0,104.0
elrubius,Rubius Z,11800000,Mexico,1300000.0,102700.0,1300.0
Hero Movies 2022,Hero Movies 2022,11800000,India,54000.0,422.0,7.0
MrGear,MrGear,11800000,United States,8600.0,191.0,28.0
TTfue,Tfue,11800000,United States,116500.0,5100.0,150.0
MC Divertida,MC Divertida,11800000,,201900.0,1500.0,0.0
FirstWeFeast,First We Feast,11800000,United States,122000.0,6000.0,262.0
MORGENSHTERN,MORGENSHTERN,11800000,Russia,1500000.0,145500.0,7200.0
PinkVideoVault,P!NK,11800000,United States,52100.0,5200.0,174.0
SBTonline,SBT,11800000,Brazil,2800.0,167.0,3.0
MashaBearUkraine,Маша та Ведмідь,11800000,,195700.0,868.0,0.0
Acenix,Acenix,11800000,Mexico,987100.0,69900.0,646.0
Make Joke Of,Make Joke Of,11800000,India,7000000.0,428300.0,18900.0
GoldminesAction,GoldminesAction,11800000,,8900.0,143.0,0.0
FrontaL Gaming,FrontaL Gaming,11800000,,59000.0,2600.0,195.0
Koo Koo TV - Hindi,Koo Koo TV - Hindi,11800000,India,185400.0,1900.0,48.0
Garena Free Fire LATAM,Garena Free Fire LATAM,11800000,Mexico,24900.0,2300.0,111.0
blackeyedpeasvideo,Black Eyed Peas,11700000,United States,17600.0,1100.0,20.0
francoescamilla,Franco Escamilla,11700000,Mexico,203700.0,13900.0,194.0
penguinz0,penguinz0,11700000,United States,1900000.0,92700.0,6300.0
MTV2,Wild 'N Out,11700000,United States,220200.0,5700.0,178.0
prantoniojunior,Pastor Antônio Júnior,11700000,Brazil,296300.0,70600.0,6800.0
الجانب المُشرق | Bright Side Arabic,الجانب المُشرق | Bright Side Arabic,11600000,Egypt,17300.0,486.0,29.0
CrazyRussianHacker,CrazyRussianHacker,11600000,United States,135400.0,5700.0,94.0
Lofi Girl,Lofi Girl,11600000,United States,43400.0,1900.0,88.0
FelipeViktor,LipaoGamer,11600000,Brazil,89400.0,5700.0,96.0
Quantum Tech HD,Quantum Tech HD,11600000,United States,1700000.0,6800.0,195.0
AlArabiya,AlArabiya العربية,11600000,Algeria,3200.0,55.0,9.0
Biperysusamigos,Biper y sus Amigos,11600000,,351700.0,0.0,0.0
pocoyotv,POCOYÓ en ESPAÑOL - Canal Oficial,11600000,,122900.0,433.0,0.0
Jaiden Animations,Jaiden Animations,11600000,United States,3600000.0,288000.0,13400.0
realannoyingorange,Annoying Orange,11600000,United States,143000.0,2900.0,556.0
Morgz,Morgz,11600000,,128199.0,4800.0,793.0
Diana and Roma IND,Diana and Roma IND,11600000,,275500.0,1400.0,0.0
BBCEarth,BBC Earth,11600000,United States,42800.0,1800.0,44.0
hawkrecord,Single Track Studio,11600000,India,553000.0,4800.0,418.0
elcarteldesantatv,elcarteldesantatv,11600000,Mexico,151100.0,9000.0,199.0
VyQwaint,Vy Qwaint,11600000,United States,1500000.0,28100.0,4000.0
Pari's Lifestyle,Pari's Lifestyle,11500000,India,960700.0,11900.0,256.0
Heidi y Zidane en español,Heidi y Zidane en español,11500000,,501400.0,2600.0,0.0
bharatzkitchen HINDI,bharatzkitchen HINDI,11500000,India,615400.0,10000.0,327.0
sagar kalra (Shorts),sagar kalra (Shorts),11500000,India,2500000.0,430100.0,294.0
Flowers Comedy,Flowers Comedy,11500000,India,281100.0,3900.0,194.0
Simone e Simaria,Simone e Simaria,11500000,Brazil,0.0,0.0,0.0
CarryisLive,CarryisLive,11400000,India,614100.0,50600.0,409.0
ExpCaseros,ExpCaseros,11400000,Spain,54000.0,1800.0,109.0
FilmTheorists,The Film Theorists,11400000,United States,1200000.0,79200.0,4700.0
crackrockcandy,Maymo,11400000,United States,89000.0,479.0,82.0
hoiitsroi,Wassabi,11400000,United States,75700.0,4500.0,132.0
Star Casablanca | نجوم الدار البيضاء,Star Casablanca | نجوم الدار البيضاء,11400000,Iraq,23300.0,1300.0,134.0
UnspeakableGaming,UnspeakableReacts,11400000,United States,322000.0,6700.0,405.0
Ishaan Ali 11,Ishaan Ali 11,11400000,India,3000000.0,294500.0,538.0
Taylor RS,Taylor RS,11400000,United States,95600.0,611.0,11.0
epicfortnite,Fortnite,11400000,United States,177000.0,9000.0,377.0
قناة وناسة -  Wanasah TV,قناة وناسة -  Wanasah TV,11400000,,1500000.0,10700.0,0.0
watchcut,Cut,11400000,United States,427800.0,12300.0,578.0
oyabakatousan,"Sen, Momo, Ai & Shii's Channel",11400000,Japan,68300.0,938.0,0.0
CaptainSparklez,CaptainSparklez,11400000,United States,117000.0,10600.0,456.0
ElRinconDeGiorgio,El Rincón De Giorgio,11400000,Spain,950600.0,134400.0,2300.0
cbstvdinsideedition,Inside Edition,11400000,United States,103400.0,2800.0,431.0
Ya - Alisa,Ya - Alisa,11400000,,1700.0,13.0,0.0
ToysPlay,ToysPlay,11400000,,358100.0,1600.0,0.0
luzugames,luzugames,11400000,Mexico,55100.0,6300.0,100.0
TheViralFeverVideos,The Viral Fever,11400000,India,623200.0,25600.0,823.0
BakLol Video,BakLol Video,11400000,India,727800.0,15700.0,954.0
Flamingo,Flamingo,11400000,United States,1500000.0,59300.0,6000.0
Avocado Couple I Crazy Comics,Avocado Couple I Crazy Comics,11400000,United States,87300.0,785.0,31.0
TWO SIDE GAMERS,TWO SIDE GAMERS,11300000,India,359500.0,36700.0,1200.0
Virgínia Fonseca,Virgínia Fonseca,11300000,Brazil,1000000.0,77100.0,1600.0
brancoala,Brancoala,11300000,Brazil,443200.0,8800.0,246.0
zeetamil,Zee Tamil,11300000,India,54500.0,659.0,4.0
HellomaphieMX,HellomaphieMX,11200000,Mexico,72500.0,5000.0,23.0
comedycentral,Comedy Central,11200000,United States,24600.0,895.0,51.0
RapGeniusVideo,Genius,11200000,United States,23200.0,1000.0,136.0
Oum Walid,Oum Walid,11200000,Algeria,266000.0,16800.0,1100.0
Morphle TV,Morphle TV,11200000,,50400.0,252.0,0.0
barbie,Barbie,11200000,,27500.0,301.0,0.0
DemolitionRanch,DemolitionRanch,11200000,United States,982600.0,50100.0,5700.0
doctruyencotich,Kênh Thiếu Nhi - BHMEDIA,11200000,United States,17100.0,52.0,0.0
chotoonz,Chotoonz TV - Funny Cartoons for Kids,11200000,,39900.0,0.0,0.0
mrplotvideos,Mundo Bita,11200000,,240500.0,1700.0,0.0
viihtubeoficial,Viih Tube,11200000,Brazil,505500.0,28900.0,612.0
OGGY,OGGY,11200000,,155500.0,1700.0,0.0
sagahits,SagaHits,11200000,India,10200.0,521.0,69.0
dednahype,dednahype,11100000,United States,602700.0,13600.0,39.0
Rachit Rojha,Rachit Rojha,11100000,India,2600000.0,50700.0,3500.0
Lycoman Facts,Lycoman Facts,11100000,India,2000000.0,0.0,221.0
Dobre Brothers,Dobre Brothers,11100000,United States,321400.0,14300.0,434.0
Jessica Jane,Jessica Jane,11100000,Indonesia,1200000.0,83800.0,2800.0
Levinho,Levinho,11100000,India,153200.0,14200.0,452.0
aljazeerachannel,AlJazeera Channel قناة الجزيرة,11000000,Morocco,14100.0,222.0,55.0
NirahuaMusic,Nirahua Music World,11000000,India,1100000.0,15000.0,205.0
MrGustavoParodias,Gustavo Paródias,11000000,Brazil,250900.0,18900.0,81.0
GamesEduUu,Games EduUu,11000000,Brazil,1200000.0,177000.0,5300.0
OYUNCAKOYNUYORUM,OYUNCAKOYNUYORUM,11000000,,56200.0,238.0,0.0
jpgameplayfull,JP Plays,11000000,Brazil,58900.0,4400.0,124.0
NEXT9NEWS हर खबर आप तक,NEXT9NEWS हर खबर आप तक,11000000,India,7700.0,57.0,2.0
telugufilmnagar,Telugu Filmnagar,11000000,India,2600.0,47.0,1.0
ctctv,СТС,11000000,Russia,101100.0,1100.0,47.0
pinkfongko,핑크퐁 (인기 동요・동화),11000000,Algeria,32700.0,469.0,0.0
BIBO и Игрушки,BIBO и Игрушки,11000000,,24800.0,0.0,0.0
ExplosmEntertainment,ExplosmEntertainment,11000000,United States,131200.0,11100.0,157.0
XHuevaX,Hueva,11000000,Mexico,113200.0,4300.0,234.0
Pen Multiplex,Pen Multiplex,11000000,India,4200.0,27.0,1.0
Slogomanify,Slogo,11000000,United States,280000.0,10700.0,466.0
B4 Facts,B4 Facts,11000000,India,295400.0,37500.0,104.0
Ryan Trahan,Ryan Trahan,11000000,United States,9900000.0,944500.0,25100.0
Vox,Vox,11000000,United States,297100.0,7600.0,371.0
Peppa Pig Hindi,Peppa Pig Hindi,11000000,,244500.0,1800.0,0.0
HikakinTV,HikakinTV,11000000,Japan,1200000.0,31800.0,1700.0
Milena Stepanienco - MILENINHA,Milena Stepanienco - MILENINHA,11000000,Brazil,122300.0,1100.0,0.0
rathorvideo,Rathore Cassettes,11000000,India,5000.0,56.0,5.0
OfficiallyAnneMarie,Anne-Marie,11000000,India,32700.0,3400.0,71.0
videogyan,Videogyan Nursery Rhymes - Kids Songs & Cartoons,11000000,,28900.0,214.0,0.0
Juanpa Zurita,Juanpa Zurita,11000000,Mexico,890900.0,72600.0,3600.0
zeeqindia,Zee Kids,11000000,,14600.0,181.0,0.0
RDCGujarati,RDC Gujarati,11000000,India,9700.0,360.0,13.0
설기양SULGI,설기양SULGI,10900000,United States,528200.0,14400.0,478.0
Stray Kids,Stray Kids,10900000,United States,856700.0,145200.0,1800.0
5-Minute Crafts LIKE,5-Minute Crafts LIKE,10900000,India,7100.0,74.0,2.0
Golemcito Games,Golemcito Games,10900000,Peru,164600.0,30100.0,120.0
BE AMAZED,BE AMAZED,10900000,United States,365900.0,12100.0,579.0
SEVENGERS,SEVENGERS,10900000,India,3800000.0,488500.0,689.0
historychannel,HISTORY,10900000,United States,75200.0,1500.0,98.0
Sanjoy Das Official,Sanjoy Das Official,10900000,India,201000.0,29500.0,251.0
Troom Troom Arabic,Troom Troom Arabic,10900000,Egypt,216700.0,2500.0,37.0
Área Secreta,Área Secreta,10800000,Brazil,165300.0,18400.0,571.0
Ceylin - H Official,Ceylin - H Official,10800000,Turkey,409700.0,0.0,0.0
WAMIndiaMovies,Wamindia Movies,10800000,India,15600.0,199.0,7.0
mirandasings08,Miranda Sings,10800000,United States,115800.0,9400.0,573.0
GIMS,GIMS,10800000,France,308300.0,15700.0,704.0
Experienced Mojaraba TV,Experienced Mojaraba TV,10800000,United States,12600.0,396.0,11.0
redbull,Red Bull,10800000,United States,35000.0,2000.0,25.0
ChuChuTV Hindi,ChuChuTV Hindi,10800000,,156300.0,1000.0,0.0
hasanjr11,hasanjr11,10800000,Indonesia,189100.0,2400.0,352.0
Caso Cerrado,Caso Cerrado,10800000,Mexico,343400.0,2900.0,101.0
ComedyShortsGamer,Deji,10800000,United Kingdom,1200000.0,48100.0,2500.0
PinaRecordsVideos,Pina Records,10800000,Peru,1300000.0,41500.0,9100.0
WarnerBrosPictures,Warner Bros. Pictures,10800000,United States,105800.0,4300.0,434.0
Google,Google,10800000,United States,28500.0,623.0,0.0
Primitive Technology,Primitive Technology,10800000,United States,2000000.0,107800.0,5200.0
Goldmines Housefull,Goldmines Housefull,10800000,,7900.0,0.0,0.0
TikTak Draw,TikTak Draw,10800000,Mexico,76500.0,5100.0,211.0
Joe HaTTab,Joe HaTTab,10800000,Somalia,2000000.0,104000.0,3900.0
lincolnvelasquez,Cong TV,10800000,Philippines,2700000.0,163300.0,4900.0
Guns N' Roses,Guns N' Roses,10800000,Brazil,951900.0,41700.0,2500.0
Kids smile TV,Kids smile TV,10800000,,39000.0,247.0,0.0
KiKiDo,KiKiDo,10800000,Russia,2300000.0,48500.0,2200.0
NASAtelevision,NASA,10700000,United States,80500.0,2800.0,0.0
Kashvi Adlakha,Kashvi Adlakha,10700000,India,433300.0,16400.0,26.0
Painzeiro,Painzeiro,10700000,Brazil,196700.0,9100.0,289.0
Alexa Rivera,Alexa Rivera,10700000,United States,2000000.0,86100.0,3400.0
MeKcanal,Matheus e Kauan,10700000,Brazil,6500.0,423.0,8.0
Entertainment with Musa,Entertainment with Musa,10700000,Pakistan,262600.0,2100.0,62.0
DuDuPopTOY,DuDuPopTOY,10600000,,6600.0,53.0,0.0
sadhguru,Sadhguru,10600000,India,182500.0,5800.0,282.0
stampylonghead,stampylonghead,10600000,United States,77000.0,3900.0,715.0
timesmusicindia,Times Music,10600000,India,7400.0,284.0,15.0
mamilosmolengas,Mussoumano,10600000,Brazil,2200000.0,75500.0,4000.0
PrankvsPrank,Jesse,10600000,United States,106700.0,7300.0,1100.0
Family Box,Family Box,10600000,Russia,247200.0,7800.0,95.0
sbtthenoite,The Noite com Danilo Gentili,10600000,Brazil,7200.0,426.0,16.0
craftingeek,Craftingeek,10600000,Mexico,231300.0,11100.0,1100.0
Pinkfong en español - Canciones Infantiles,Pinkfong en español - Canciones Infantiles,10600000,,46700.0,153.0,0.0
francinyehlke,Franciny Ehlke,10600000,Brazil,208400.0,19700.0,396.0
DRJ Records Specials,DRJ Records Specials,10600000,India,24400.0,136.0,3.0
[햄지]Hamzy,[햄지]Hamzy,10600000,United States,1500000.0,33700.0,779.0
AdamThomasMoran,AdamThomasMoran,10600000,Russia,488000.0,38800.0,2500.0
GoProCamera,GoPro,10600000,United States,35400.0,1700.0,53.0
ChillStepNation,Chill Nation,10600000,United States,21100.0,680.0,27.0
MTV,MTV,10600000,United States,18500.0,992.0,23.0
Toymong tv 토이몽TV,Toymong tv 토이몽TV,10600000,,24900.0,195.0,0.0
atv,atv,10600000,Turkey,28900.0,295.0,10.0
TeremokTV,Теремок ТВ,10600000,,281700.0,1100.0,0.0
TeamMojang,Minecraft,10600000,United States,659800.0,37500.0,1400.0
BBCArabicNews,BBC News عربي,10600000,Morocco,16400.0,294.0,71.0
Comedy Captain,Comedy Captain,10600000,India,6000.0,62.0,2.0
Eli Kids - Cartoons & Songs,Eli Kids - Cartoons & Songs,10600000,,1000000.0,3200.0,0.0
CJENMMUSIC,Stone Music Entertainment,10600000,United States,5800.0,448.0,19.0
Hindi Kahaniya,Hindi Kahaniya,10600000,India,125900.0,1600.0,29.0
Rawan and Rayan,Rawan and Rayan,10600000,Algeria,1100000.0,63400.0,3900.0
Cris Devil Gamer,Cris Devil Gamer,10600000,United States,63400.0,3100.0,68.0
5incominutos,5incominutos,10600000,Brazil,97500.0,17000.0,780.0
Talent Recap,Talent Recap,10600000,United States,139200.0,3800.0,80.0
Hindi Fairy Tales,Hindi Fairy Tales,10600000,India,498800.0,7500.0,141.0
soicon295,Magnet World,10500000,United States,44900.0,651.0,8.0
Juice WRLD,Juice WRLD,10500000,United States,2100000.0,142400.0,10200.0
GemaNadaPertiwi,GNP Music,10500000,Indonesia,53400.0,979.0,0.0
Koray Zeynep,Koray Zeynep,10500000,Turkey,231100.0,4400.0,4.0
Heroine Movies 2022,Heroine Movies 2022,10400000,India,229300.0,1600.0,9.0
Playing with Rafael,Playing with Rafael,10400000,Brazil,7000.0,49.0,0.0
Utkarsh Classes Jodhpur,Utkarsh Classes Jodhpur,10400000,India,134800.0,10600.0,257.0
BrPVPHu3,João Caetano,10400000,Brazil,626300.0,45600.0,966.0
bhaktisongs,Shemaroo Bhakti,10400000,India,7100.0,164.0,11.0
TwinRoozi 쌍둥이 루지,TwinRoozi 쌍둥이 루지,10400000,Indonesia,74600.0,0.0,0.0
"Baby Big Mouth Kids - Sing, Dance, Explore","Baby Big Mouth Kids - Sing, Dance, Explore",10400000,,528.0,4.0,0.0
SaraBeautyCorner,"SaraBeautyCorner - DIY, Comedy, Makeup, Nail Art",10400000,United States,36200.0,2800.0,93.0
